id,user,fecha,tweet,noticia,pais,miedo,ira,expectante,confianza,sorpresa,tristeza,repulsion,alegria,depresion,positivo,negativo,emociones,polaridad,palabra,emocion,puntuacion,emocion2
863,La Niris,2020-04-28 02:09:54,Mi nivel de ansiedad en la era Covid está batiendo todos los records.,Crisis Guayaquil,Argentina,1,1,1,1,0,1,0,0,0,1,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",neutro,ansiedad,expectante,0.609,expectante
865,M O T Y D L C,2020-04-28 01:38:21,A ustedes también les duele la cabeza porque les da ansiedad y se estresan y luego se estresan mas porque piensan que ya les dio covid y así en un interminable círculo de estrés y ansiedad??,Crisis Guayaquil,Mexico,2,3,3,0,0,2,0,0,0,1,4,"['ira', 'expectante']",negativo,ansiedad,miedo,0.594,miedo
869,Ana G. Méndez University Florida,2020-04-28 01:06:14,"ATENCIÓN: Este viernes termina la semana bien informado. Aprende destrezas esenciales para el manejo de la ansiedad y estrés causado por el COVID-19. Ismael Hernández, Profesor de Psicología te brinda nos ayuda a estar mejor preparados. https://zoom.us/j/95359588459
¡Te esperamos!",Crisis Guayaquil,EEUU,1,1,1,0,0,1,0,0,0,1,2,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
871,andwhat,2020-04-28 00:43:53,Yo sólo quiero que el COVID no retrase más las cosas. Qué ansiedad me genera saber lo paralizada que está la economía ahora mismo,Crisis Guayaquil,España,1,1,1,1,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
874,Brujilla del Mar,2020-04-28 00:22:24,"Ibamos tan bien, hasta que sentí ansiedad por estar viendo un documental del Covid-19 para mi tarea.",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,1,1,"['miedo', 'ira', 'expectante', 'tristeza']",neutro,ansiedad,expectante,0.609,expectante
876,Unicatólica Cali,2020-04-27 23:01:11,"Nuestra comunidad afronta situaciones que acarrean distintas  preocupaciones producto del Covid-19, esta constante se transforma en efectos de angustia, ansiedad y estrés crónico. Conoce a fondo esta problemática, se parte de nuestro foro de salud mental.
https://bit.ly/forodesaludmental…",Crisis Guayaquil,Colombia,1,1,1,1,0,4,0,0,1,2,5,['tristeza'],negativo,angustia,tristeza,0.902,tristeza
878,Zona Franca Noticias,2020-04-27 22:26:20,"Genera ansiedad COVID-19 a guanajuatenses, buscan ayuda",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,1,1,"['miedo', 'ira', 'expectante', 'tristeza']",neutro,ansiedad,expectante,0.609,expectante
879,Noticias Oaxaca NVI,2020-04-27 22:20:00,"A consecuencia de la contingencia por la pandemia del COVID-19, los oaxaqueños capitalinos han recurrido a la atención emocional mediante llamada telefónica debido a la ansiedad, estrés y pánico que han estado presentando. 

https://bit.ly/2zAGdCQ",Crisis Guayaquil,Mexico,4,2,2,1,0,3,1,0,0,2,5,['miedo'],negativo,pandemia,tristeza,0.75,tristeza
887,Noroeste,2020-04-27 19:40:00,El aplazamiento de los Juegos Olímpicos a #Tokio2021 debido al #Covid_19 ha provocado depresión y ansiedad en algunos de los atletas mexicanos,Crisis Guayaquil,Mexico,2,2,2,1,1,3,1,0,0,0,4,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
891,Milenio Monterrey,2020-04-27 18:50:00,#Covid_19mx | Aislamiento puede causar ansiedad en menores https://mile.io/2y3krHr,Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
896,Carlos Postigo,2020-04-27 17:34:18,Pautas recomendadas a seguir ante un ataque de pánico. #ansiedad #psicología #covid,Crisis Guayaquil,España,3,2,1,0,0,1,0,0,0,0,3,['miedo'],negativo,ataque,ira,0.853,ira
897,RedHidalguenseSalud,2020-04-27 17:30:00,"Nuevo Coronavirus COVID-19

¡Cuidemos a nuestros niños!

Las actividades les ayudan a no tener ansiedad!

#QuédateEnCasa
#TuSaludEsPrimero
#CuidemosANuestrosNiños",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
898,Psicología Integral,2020-04-27 17:28:40,"Acompañamiento Psicológico Virtual Gratuito
Si tienes sensación de angustia, agobio, ansiedad, o alguno de los problemas que identificas en tu vida se han complicado a partir de la crisis COVID-19, no dudes en acercarte a nosotros. Visita nuestra página http://pi.org.mx/covid-19",Crisis Guayaquil,Mexico,2,2,2,1,1,3,1,1,0,1,4,['tristeza'],negativo,angustia,tristeza,0.902,tristeza
901,Ecos Uruguay,2020-04-27 17:19:39,"Los uruguayos que cumplen la cuarentena preventiva por el coronavirus COVID-19 empiezan a sentir el desgaste que provoca el encierre y suman casos de depresión, irritabilidad, ansiedad y frustración. https://bit.ly/2W7l4aO",Crisis Guayaquil,Uruguay,2,3,1,0,0,2,0,0,0,0,4,['ira'],negativo,depresión,tristeza,0.925,tristeza
903,AleMg*,2020-04-27 17:18:48,Me va a dar gripita y no saben la ansiedad que me dio de sentirme “mal”  yo ya estaba googleando el número de la línea Covid ,Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,2,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,mal,miedo,0.833,miedo
909,"Ibuprofeno, azul",2020-04-27 16:01:46,"Le dije a mi mamá que fuera puntual con las noticias de las medidas del Covid.

O sea, que no me venga con ""parece que van a"" o ""están pensando en"", porque me genera un ataque de ansiedad y pánico increíble.

Quiero un ""a partir de mañana la medida es ésta"" y ya.",Crisis Guayaquil,Mexico,4,2,3,2,0,1,0,0,0,1,5,['miedo'],negativo,ataque,ira,0.853,ira
911,Russell Bedford GCT,2020-04-27 14:50:05,"#Covid_19 | Consejos para disminuir la ansiedad en tiempos del COVID-19.
#Ansiedad #Pánico #Emociones

Conoce sobre nosotros en nuestra página web: http://grupogct.co

#FirmaDeConsultoría #RussellBedfordGRUPOGCT  #Contadores #Abogados #Financieros #Medellín #Colombia",Crisis Guayaquil,Colombia,1,1,1,0,0,2,0,0,0,0,2,['tristeza'],negativo,ansiedad,miedo,0.594,miedo
914,Josmel García,2020-04-27 13:56:00,"Volvieron las fucking colas a #Venezuela y de vez en cuando capturo momentos como estos para intentar reflejar la ansiedad,la angustia y la desesperación que se está viviendo.#27Abr #Cuarentena  #COVIDー19 #Covid_19 #FelizLunes #CoronavirusEnVenezuela #CoronaVirusEnVzla #Caricuao",Crisis Guayaquil,Venezuela,2,2,1,1,0,3,1,0,0,0,3,['tristeza'],negativo,angustia,tristeza,0.902,tristeza
915,Chava Vázquez,2020-04-27 13:49:17,"Consecuencias del confinamiento derivado del COVID-19.
Depresión
Violencia familiar
Abuso sexual
Riesgo de suicidio
Ansiedad
Alcoholismo/drogas
Adicción a redes sociales

Algunas de estas perdurarán, en ciertos casos, x toda la vida, más allá de los efectos temporales del virus",Crisis Guayaquil,Mexico,2,2,0,1,0,2,0,0,1,1,3,"['miedo', 'ira', 'tristeza']",negativo,suicidio,tristeza,0.912,tristeza
917,UNICEF Venezuela,2020-04-27 13:36:00,"La cuarentena no tiene por qué ser aburrida. Mientras nos protegemos, y a los demás, del #COVID-19, aprovechemos el tiempo para ayudar a los niños a organizar sus tareas escolares y actividades que les permitan disminuir la ansiedad por permanecer largas horas en casa.",Crisis Guayaquil,Venezuela,2,1,1,1,0,2,0,0,0,3,2,"['miedo', 'tristeza']",positivo,ayudar,confianza,0.648,confianza
918,Josmel García,2020-04-27 13:23:10,"Volvieron las fucking colas al país y de vez en cuando capturo momentos como estos para intentar reflejar la ansiedad, la angustia y la desesperación que se está viviendo. 

#Cuarentena #Covid_19 #Covid-19… https://instagram.com/p/B_fGBMAHWNs/?igshid=1j9b45ukj9eak…",Crisis Guayaquil,Venezuela,2,2,1,1,0,3,1,0,0,0,3,['tristeza'],negativo,angustia,tristeza,0.902,tristeza
920,La Opinión de Poza Rica,2020-04-27 12:45:15,"De acuerdo a especialistas, la cuarentena y el COVID-19 han generado cuadros de ansiedad y depresión en gran parte de la población. #LaOpiniónDePozaRica 

MÁS DETALLES
https://pst.cr/TEtST",Crisis Guayaquil,Mexico,2,1,2,1,1,2,0,1,0,2,2,"['miedo', 'expectante', 'tristeza']",neutro,depresión,tristeza,0.925,tristeza
925,Mindic Psicología,2020-04-27 06:59:55,"Buenos días, nueva semana!

La iniciamos con nuevo artículo en #Blog 
""Cómo distinguir los síntomas de ansiedad de los síntomas del COVID-19"", 
de Raquel Fernández 
https://mindicsalud.com/blog/como-distinguir-los-sintomas-de-ansiedad-de-los-sintomas-del-covid-19…

#BlogPsicologia #ansiedad #Psicología #Covid_19 #QuedateEnCasa",Crisis Guayaquil,España,2,2,2,0,0,2,0,0,0,0,2,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
926,Maria Fernanda,2020-04-27 06:58:52,En esta cuarentena me voy a venir muriendo de ansiedad y no de covid,Crisis Guayaquil,Mexico,2,1,1,0,0,1,0,0,0,0,1,['miedo'],negativo,ansiedad,miedo,0.594,miedo
933,Rafael Ernesto,2020-04-27 04:51:02,"El psicoterror de la propaganda por el COVID_19 su objetivo es el MIEDO.
Aumenta el estrés,insomnio,ansiedad,angustia y obsesiones. Nos hace disminuir las defensas y podemos enfermar.
También somos ilógicos y mas manipulables por el régimen que nos quiere controlar.
Sé #Tranquilo",Crisis Guayaquil,Venezuela,1,1,2,1,0,3,0,0,0,1,5,['tristeza'],negativo,angustia,tristeza,0.902,tristeza
935,La Silla Rota,2020-04-27 04:42:00,"#EspecialesLSR Su esposo murió de covid-19 y la ayudamos a que pudiera llorar. ¿Te sientes frustrado, estresado, deprimido o con ansiedad por el #covid19? ¡Comunícate a la línea de la vida, ahí recibirás apoyo!",Crisis Guayaquil,Mexico,1,2,1,0,0,2,0,0,0,0,3,"['ira', 'tristeza']",negativo,llorar,tristeza,0.828,tristeza
937,crisa ꒱࿐♡,2020-04-27 03:58:07,dolor de pecho por la ansiedad o el covid???? idk ,Crisis Guayaquil,EEUU,2,1,1,0,0,2,0,0,0,0,2,"['miedo', 'tristeza']",negativo,dolor,tristeza,0.859,tristeza
938,Enqe.,2020-04-27 03:41:07,Si algún familiar o yo presentara síntomas de Covid no voy a saber que hacer. Me he informado sobre medidas de prevención pero no sobre que hacer cuando uno tiene ya los síntomas. Esto me está generando ansiedad.,Crisis Guayaquil,Mexico,1,1,2,1,0,1,0,0,0,4,1,['expectante'],positivo,familiar,confianza,0.656,confianza
939,La Estrella | Panamá,2020-04-27 03:39:38,"COVID-19 | La salud mental de la población también es importante, para recibir atención psicológica, por ansiedad, depresión pueden llamar al 523- 6813  / 523-6846.

#LEPNacional #Panamá #Coronavirus #quedateencasa",Crisis Guayaquil,Panama,1,1,1,1,0,2,0,0,0,3,2,['tristeza'],positivo,importante,confianza,0.633,confianza
940,Alo,2020-04-27 03:30:57,El día de hoy entré en una crisis de ansiedad y depresión por entrar encerrado. Creo que debemos tomar más en serio la salud mental en estos tiempos de covid,Crisis Guayaquil,Mexico,1,1,1,0,0,2,0,0,0,1,3,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
942,Hiperkalemia,2020-04-27 03:16:29,"Se. Doctor investigador profesor subsecretario de salud 
@HLGatell
 así como vamos, ¿cómo cuánto tiempo falta para que termine esto? Me perderé mi quema y mi graduación, extraño la escuela y ayer tuve un ataque de ansiedad  please deme fuerza moral aunque sea #COVIDー19 #COVID",Crisis Guayaquil,Mexico,4,4,2,4,1,1,2,1,0,5,4,"['miedo', 'ira', 'confianza']",positivo,moral,confianza,0.758,confianza
944,Soledad Potthoff,2020-04-27 03:01:32,Diez consejos para manejar la ansiedad durante COVID-19,Crisis Guayaquil,Chile,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
945,Efecto Cocuyo,2020-04-27 02:38:35,"“Cuando a uno le dicen que tiene COVID-19 empieza a creer que le falta el aire, caes en ansiedad; la mente empieza a jugar contigo”, cuenta Victor, un venezolano sobreviviente de COVID-19. Descargue aquí una nueva edición de #Cocuyo7  https://bit.ly/3boAKNf",Crisis Guayaquil,Venezuela,2,2,2,1,0,1,1,0,0,0,3,"['miedo', 'ira', 'expectante']",negativo,falta,repulsion,0.734,repulsion
947,Michelle,2020-04-27 02:35:28,Covid no sabes cuanto te odio por tu culpa me la llevo comiendo por pura ansiedad,Crisis Guayaquil,Mexico,2,2,1,0,0,3,2,0,0,0,3,['tristeza'],negativo,odio,ira,0.953,ira
948,Sociedad Psicoanalítica de México,2020-04-27 02:18:49,"¿Tienes ansiedad y sientes que se te sale de control?. Puedes llamarnos y te atenderemos inmediatamente.
Nuestra línea es gratuita.                 55 6543 8864 #EstamosContigo #CuarentenaExtendida #covid_19mexico #EsteVirusLoParamosUnidos #intervencionencrisis #SaludMental",Crisis Guayaquil,Mexico,1,1,2,0,0,1,0,0,0,1,2,['expectante'],negativo,ansiedad,miedo,0.594,miedo
950,La Mitocondria Voladora (Med. Sergio Palacios),2020-04-26 23:52:56,"Estrés, depresión y ansiedad se incrementan con el aislamiento por Covid-19",Crisis Guayaquil,Mexico,1,1,1,0,0,3,0,0,0,0,3,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
951,Medimovil,2020-04-26 23:50:05,Ante el brote de enfermedad por coronavirus (COVID-19) para evitar consecuencias graves y ansiedad sugerimos consultar medios especializados en salud e informarse sobre todo lo relacionado al coronavirus en fuentes como por ejemplo la OMS.,Crisis Guayaquil,Venezuela,3,1,1,2,0,2,1,0,1,0,2,['miedo'],negativo,enfermedad,tristeza,0.828,tristeza
955,JMiJ,2020-04-26 21:46:36,"Wey ya estoy bien harta de hacer tareas, o sea estoy entrando en pinche estrés, ansiedad y pánico por el COVID  y a los profes les vale caca eso, te lanzan sus kilos de tarea donde ni aprendes nada  #meenperra Se tenía que decir y se dijo",Crisis Guayaquil,Mexico,2,1,1,1,0,2,0,0,1,2,4,"['miedo', 'tristeza']",negativo,pánico,miedo,0.75,miedo
956,María González Vilaplana,2020-04-26 21:44:59,"Ansiedad y trastorno de sueño, así afecta a los sanitarios la crisis por el covid-19 http://telemadrid.es/programas/buenos-dias-madrid/Ansiedad-trastorno-afecta-sanitarios-covid-19-2-2225197460--20200423110913.html… vía 
@telemadrid",Crisis Guayaquil,España,1,0,0,0,0,0,0,0,0,0,2,['miedo'],negativo,crisis,miedo,0.766,miedo
957,Salvador Guerrero,2020-04-26 21:30:47,"Durante el confinamiento por #Covid_19, l@s niñ
@s
 se vuelven población vulnerable. No tienen por qué ser el depósito de la ansiedad o del estrés en el hogar. En 
@elconsejomx
 contribuimos a fortalecer la relación familiar y la #SaludMental. Comparto mi columna en 
@heraldodemexico",Crisis Guayaquil,Mexico,2,2,1,1,0,2,0,0,0,4,3,"['miedo', 'ira', 'tristeza']",positivo,familiar,confianza,0.656,confianza
959,Diario Puntual,2020-04-26 21:10:08,"En China, uno de cada cinco niños ya tenía síntomas depresivos y de ansiedad tras un mes de confinamiento por Covid-19

https://diariopuntual.com/vida/2020/04/26/39244/tras-un-mes-confinamiento-ni%C3%B1os-en-china-sufr%C3%ADan-depresi%C3%B3n-y-ansiedad…",Crisis Guayaquil,Mexico,2,2,1,0,0,2,0,0,0,0,2,"['miedo', 'ira', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
960,Adrián Alave,2020-04-26 20:59:17,"Mi ansiedad por el COVID-19, se la pasan por el arco del triunfo mis familiares, ¿Es neta que creen que una oración y que por ""ser familia"" no pasa nada? ¡Ayuda!",Crisis Guayaquil,Mexico,1,1,1,0,1,2,0,0,1,2,2,['tristeza'],neutro,triunfo,alegria,0.742,alegria
961,Alta Consejería para la Paz y el Posconflicto,2020-04-26 20:56:43,"El tiempo de aislamiento puede generar estrés y ansiedad en algunas personas, por eso, queremos qué pongas en práctica estos consejos de respiración consciente. En el siguiente link podrás encontrar la guía para afrontar la cuarentena por el Covid-19https://bit.ly/3emRUx0",Crisis Guayaquil,Colombia,2,1,2,1,0,2,0,0,0,2,3,"['miedo', 'expectante', 'tristeza']",negativo,aislamiento,tristeza,0.703,tristeza
964,SpookyGaro,2020-04-26 19:21:12,"Turnos eternos de 12h con los equipos puestos, ratios de pacientes duplicados, ansiedad, estrés y una carga de trabajo enorme. Eso sin hablar de la carga emocional y psicológica #Covid_19",Crisis Guayaquil,España,1,2,1,0,0,1,1,0,0,2,5,['ira'],negativo,enorme,ira,0.672,ira
967,SIMEBAL,2020-04-26 18:43:12,"Porque esto nos pasa y nos pasará: Ansiedad y estrés postraumático: los trastornos con los que lidiarán los sanitarios cuando pase el Covid-19 https://elindependiente.com/vida-sana/2020/04/25/ansiedad-y-estres-postraumatico-los-trastornos-con-los-que-lidiaran-los-sanitarios-cuando-pase-el-covid-19/?utm_source=share_buttons&utm_medium=twitter&utm_campaign=social_share… vía 
@elindepcom
 #MareaBlancaCoronavirus #NiHeroesNiMartires #BastaYa",Crisis Guayaquil,España,0,0,0,0,0,0,0,0,0,0,1,['NA'],negativo,estrés,miedo,0.439,miedo
972,FmMundo 98.1,2020-04-26 16:01:07,"¡Hoy en #MundoPositivo!
Escucha sobre los mitos y verdades del #covid_19 en las mascotas y ¿Cómo enfrentar la ansiedad en estos tiempos? Nuestro personaje es Marco Antonio Regil.
 
¡No te pierdas de este espacio creado para ti! Sintoniza #FmMundo 98.1",Crisis Guayaquil,Ecuador,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
977,Vida en Acción Cruzada Cristiana,2020-04-26 15:34:51,"""Jesús viene, y viene para darnos victoria sobre todo el dolor, la angustia, la ansiedad y el sufrimiento de este mundo pasajero.""
#Pausa #Covid_19 #cuarentena #EncasaSomosVida #coronavirus",Crisis Guayaquil,Colombia,4,1,3,1,0,4,1,1,1,1,4,"['miedo', 'tristeza']",negativo,angustia,tristeza,0.902,tristeza
985,Wanka,2020-04-26 13:32:11,He visto a muchos colegas hacer videos sobre manejo de ansiedad en tiempos de covid... Me gustaría hacer uno sobre el acompañamiento psicológico en adultos mayores y como continuar con el mantenimiento de las funciones Cognitivas ,Crisis Guayaquil,Peru,2,1,2,2,0,1,0,1,0,3,1,"['miedo', 'expectante', 'confianza']",positivo,ansiedad,expectante,0.609,expectante
986,EstamosAquí MX,2020-04-26 13:27:21,"Incertidumbre, ansiedad que provoca el confinamiento del Covid 19. La yoga, un estilo de vida que no se confronta con religiones, sino que permite transformar actitudes, visualizar el entorno con otra óptica y aliviar la tensión. http://estamosaqui.mx/2020/04/26/la-yoga-opcion-en-cuarentena/…",Crisis Guayaquil,Mexico,2,3,1,0,0,2,0,0,0,2,2,['ira'],neutro,ansiedad,expectante,0.609,expectante
987,Luis Alejandro Sánchez,2020-04-26 10:29:58,"Vivimos momentos desesperantes, la ansiedad y estrés a causa del encierro por la pandemia sumado a las 14-18 horas sin electricidad continuas diarias a las que nos someten en #Rubio #MunicipioJunin podría causar peores enfermedades que el propio #Covid_19 
#TachiraSinElectricidad",Crisis Guayaquil,Venezuela,2,1,1,0,0,2,0,0,0,2,3,"['miedo', 'tristeza']",negativo,pandemia,tristeza,0.75,tristeza
990,And,2020-04-26 09:09:53,"A mi abuela se le fue la respiración por un momento, y mi papá todo paniqueado habló al doctor 24 hrs.
Y lo primero que mencionaron fue COVID-19, Doc, cómo le explico que llevamos 37 días sin salir?! 
Entonces si, probablemente fue una crisis de estrés/ansiedad
 Kiero dormir",Crisis Guayaquil,Mexico,0,0,0,1,1,1,0,0,1,2,3,"['confianza', 'sorpresa', 'tristeza', 'depresion']",negativo,crisis,miedo,0.766,ansiedad
991,Cristian Gómez,2020-04-26 08:35:10,"Son las 4:32am hora en NY y no puedo dormir, no me deja la ansiedad, el desespero, la zozobra, la angustia, de saber si puedo lograr estar con mi familia y lejos de este virus COVID-19, que se lleva dia a dia, miles de personas en este país. Solo pido una autorización. sigue)",Crisis Guayaquil,Colombia,1,1,2,2,0,2,0,1,0,3,3,"['expectante', 'confianza', 'tristeza']",neutro,angustia,tristeza,0.902,tristeza
992,carlos elena,2020-04-26 07:58:47,"Yo soy uno de los del trastorno del sueño, 

Ansiedad y trastorno de sueño, así afecta a los sanitarios la crisis por el covid-19 http://telemadrid.es/programas/buenos-dias-madrid/Ansiedad-trastorno-afecta-sanitarios-covid-19-2-2225197460--20200423110913.html… vía 
@telemadrid",Crisis Guayaquil,España,2,0,0,0,0,0,0,0,0,0,3,['miedo'],negativo,crisis,miedo,0.766,miedo
993,Inma Sánchez Vázquez,2020-04-26 07:41:14,"A día d hoy seguimos sin hacer test en atención primaria a pacientes con síntomas sospechosos d covid 19. Pasan los días, hacemos seguimiento, siguen con síntomas y seguimos sin hacer test. Esto está generando desconfianza, ansiedad, incertidumbre y prolongación d bajas laborales",Crisis Guayaquil,España,2,2,1,0,0,1,1,0,0,3,2,"['miedo', 'ira']",positivo,ansiedad,expectante,0.609,expectante
994,Jesús Patiño,2020-04-26 06:48:57,Podrá el yoga ser una herramienta para tratar la ansiedad durante la cuarentena? Compruébalo hoy 16:00 hora Madrid #España #COVID19Pandemic #Covid_es,Crisis Guayaquil,Ecuador,3,2,3,1,1,2,1,1,0,1,2,"['miedo', 'expectante']",negativo,ansiedad,miedo,0.594,miedo
995,в,2020-04-26 06:44:06,"Estoy leyendo tuits de pelea, sobre los datos del Covid y todo ese pedo, y quienes no entienden lo que se aparentemente se ha explicado.

Yo la neta, no quiero leer ni enterarme a detalle, pues en verdad dudo mucho que sea buena idea cuando se tiene ansiedad.",Crisis Guayaquil,Mexico,2,2,1,1,0,2,1,0,1,2,3,"['miedo', 'ira', 'tristeza']",negativo,pelea,ira,0.781,ira
999,Miguel Ramirez,2020-04-26 05:44:36,"En Enero enferme muy grave de influenza y de ahí aprendí a monitorear los niveles de oxigenación, el oximetro lo compré hace un mes y ademas de lo comentado en este articulo sirve para calmar la ansiedad cuando tienes un dolor en el pecho y te angustia que sea covid. CÓMPRENLO",Crisis Guayaquil,Mexico,3,2,1,0,0,5,0,0,0,1,6,['tristeza'],negativo,angustia,tristeza,0.902,tristeza
1000,moises quintero,2020-04-26 03:13:02,"El Coronavirus genera ansiedad: ¿Cómo protegernos? 

 https://radiofeyalegrianoticias.com/tiempos-de-coronavirus-generan-ansiedad-como-protegernos/… #Covid-19",Crisis Guayaquil,Venezuela,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
1002,▌▌▌Lilí con acento,2020-04-26 02:51:16,"Hoy se cumple el día 40 de mi cuarentena. ¿Qué ha pasado?

-ansiedad 2 semanas
-me hicieron la prueba del covid
-tomé 4 clases de manejo. En la última casi choco
-compré un rompecabezas que no logro terminar
-armé un mueble
-intenté hacer ejercicio en casa
-estoy comiendo mal",Crisis Guayaquil,Mexico,2,1,1,1,0,2,0,0,0,3,3,"['miedo', 'tristeza']",neutro,mal,miedo,0.833,miedo
1004,Efecto Cocuyo,2020-04-26 02:40:00,"#Testimonio “Cuando a uno le dicen que tiene COVID-19 empieza a creer que le falta el aire, cree que le falta el oxígeno y caes en ansiedad; la mente empieza a jugar contigo”, relata Víctor, un venezolano sobreviviente de COVID-19.",Crisis Guayaquil,Venezuela,3,3,1,0,0,1,2,1,0,1,4,"['miedo', 'ira']",negativo,falta,repulsion,0.734,repulsion
1007,El Independiente,2020-04-26 02:00:00,"Ansiedad y estrés postraumático: los trastornos con los que lidiarán los sanitarios cuando pase el Covid-19 

 Escribe @anagayuso9",Crisis Guayaquil,España,0,0,0,0,0,0,0,0,0,0,1,['NA'],negativo,estrés,miedo,0.439,miedo
1008,y_burg,2020-04-26 01:14:24,"Gracias a Dios existen las ""fake news"". Imagínense si se mostrara la realidad de lo que pasa en Ecuador con el Covid.

Las personas se morirían de pena, de ansiedad, de preocupación, de desesperación, hubieran suicidios en masa.",Crisis Guayaquil,Ecuador,6,4,3,1,0,4,1,1,0,1,5,['miedo'],negativo,desesperación,tristeza,0.844,tristeza
1013,Harto de la vida pero no del perreo,2020-04-25 20:59:58,"Yo:Debo relajarme sino voy  a terminar en el hospital por un ataque de ansiedad.

Mi cerebro : No puedemos hay covid y nos podemos  contagiar y morir..

Ambos:",Crisis Guayaquil,Mexico,3,2,1,1,0,2,0,0,0,0,2,['miedo'],negativo,ataque,ira,0.853,ira
1015,coco flavours,2020-04-25 20:19:45,"La ansiedad en esta temporada no es un chiste, a mi me provocó fiebre por más de 24 hrs, dolor de espalda y adormecimiento en los brazos, juré que tenía COVID, y me quebré. Se pasó la crisis hablando con mi mamá, neta tenemos mucha suerte algunas personas.",Crisis Guayaquil,Mexico,4,1,1,0,1,2,0,1,0,1,4,['miedo'],negativo,dolor,tristeza,0.859,tristeza
1016,JS Venta Online,2020-04-25 19:59:27,"Fabricando en Tablex (Biodegradable) un virus BUENO para mitigar la ansiedad de los más pequeños de la casa.
#FueraBichosMalignos
#Covid_19 
#jsventaonline",Crisis Guayaquil,España,1,1,1,0,0,1,0,0,0,1,2,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
1024,CONADIC,2020-04-25 17:40:55,"La contingencia del #COVID-19 puede provocar ansiedad. #CuidaTuSaludMental, practica técnicas de respiración y relajación. #QuétateEnCasa 
@SusanaDistancia",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,1,1,"['miedo', 'ira', 'expectante', 'tristeza']",neutro,relajación,alegria,0.672,alegria
1027,Fundación Fabretto,2020-04-25 17:30:21,"Para liberar el estrés y ansiedad que produce la crisis, tómate un tiempo y expresa con alguien de confianza como te has sentido en estos días.

#Quédateencasa #COVID-19",Crisis Guayaquil,España,1,2,2,2,1,1,0,1,0,2,3,"['ira', 'expectante', 'confianza']",negativo,crisis,miedo,0.766,miedo
1029,IU Diputación de Córdoba,2020-04-25 17:24:08,"Situaciones excepcionales requieren de medidas excepcionales, sobre todo para atender a la población más vulnerable 

El IPBS ha habilitado un servicio de atención psicológico telefónico con el que abordar situaciones de ansiedad o preocupaciones sociales por el COVID-19",Crisis Guayaquil,España,1,1,1,0,0,1,0,0,1,2,1,"['miedo', 'ira', 'expectante', 'tristeza', 'depresion']",positivo,ansiedad,expectante,0.609,expectante
1031,ContraRéplica,2020-04-25 17:00:00,"El sindicato mundial de jugadores 
@FIFPro
 dio a conocer que hubo un fuerte aumento en el número de futbolistas que informan síntomas de #depresión o #ansiedad desde que el brote de #Covid_19 paralizó el deporte.",Crisis Guayaquil,Mexico,1,1,1,0,0,2,1,0,0,0,2,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
1036,"Instituto IRMA, AC",2020-04-25 15:00:00,"¿Cómo reducir la ansiedad y el estrés, por Covid-19?",Crisis Guayaquil,Mexico,1,1,2,0,0,1,0,0,0,0,3,['expectante'],negativo,ansiedad,miedo,0.594,miedo
1037,Rancherita del Aire,2020-04-25 14:52:43,"Síntomas físicos de ansiedad podrían confundirse con COVID-19, explica psiquiatra | La Rancherita del Aire",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
